ID,ASSET,LATITUDE,LONGITUDE,TIME,SPEED,HEADING,REASONS,DISTANCE_TRAVELED,ODOMETER,LOADTS,REASONS_TEXT,ID_HAM_PVMNT_PLYGN,PPOLYLABEL,STREETFROM,STREETTO,ASSETNHOOD
12472,187,39.127751,-84.605913,10/26/2020 08:35:20 AM,0.0,E,"12,9",0,67910.1,10/26/2020 08:35:21 AM,,I-GJ06953369,BOUDINOT AV & GLENWAY AV & CROOKSHANK RD,,,WEST PRICE HILL
12473,309,39.135129,-84.500986,10/26/2020 08:26:50 AM,24.2,E,11,1.2,20875.6,10/26/2020 08:27:12 AM,Standard Event,I-GJ15983475,BURNET AV & E MARTIN LUTHER KING JR DR,,,CORRYVILLE
12474,92,39.10764,-84.519392,10/26/2020 08:35:27 AM,3.1,W,10,0.4,85381,10/26/2020 08:35:30 AM,Motion Start,I-GJ14463164,CENTRAL PKWY & W 12TH ST,,,OVER-THE-RHINE
12475,367,39.140338,-84.59986,10/26/2020 08:29:18 AM,5.6,E,10,1.2,29216.9,10/26/2020 08:29:19 AM,Motion Start,S-HAM03063,WERK RD,FERGUSON RD,EPWORTH AV,WESTWOOD
12476,63,39.116368,-84.595027,10/26/2020 08:38:52 AM,28.0,SEE,11,0.9,97631.2,10/26/2020 08:40:07 AM,Standard Event,S-HAM09536,GLENWAY AV,PARKSIDE CT,CARMANIA AV,WEST PRICE HILL
12477,187,39.12873,-84.609862,10/26/2020 08:26:07 AM,0.0,N,12,0,67910.1,10/26/2020 08:26:08 AM,Power On,,,,,
12478,72,39.138259,-84.478898,10/26/2020 08:32:52 AM,5.6,E,10,0,106378.2,10/26/2020 08:32:53 AM,Motion Start,S-HAM39591,ST LEGER PL,TERM W OF WOODBURN AV,GILBERT AV,EVANSTON
12479,292,39.136074,-84.604692,10/26/2020 08:26:25 AM,6.2,N,10,0,19703.2,10/26/2020 08:26:27 AM,Motion Start,S-HAM03091,BOUDINOT AV,WEST TOWER AV,QUEEN CITY AV,WESTWOOD
12480,438,39.109085,-84.494735,10/26/2020 08:30:28 AM,4.3,W,10,0,21773.9,10/26/2020 08:30:35 AM,Motion Start,S-HAM08595,HATCH ST,CARNEY ST,FORT VIEW PL,MOUNT ADAMS
12481,399,39.122393,-84.563876,10/26/2020 08:28:56 AM,8.1,SSW,11,0.2,33828.1,10/26/2020 08:29:09 AM,Standard Event,S-HAM39366,SCHOEDINGER AV,TERM SW OF JONTE AV,JONTE AV,SOUTH FAIRMOUNT
12482,203,39.12389,-84.553435,10/26/2020 08:34:19 AM,29.5,N,11,1.6,17822.3,10/26/2020 08:35:13 AM,Standard Event,S-HAM01662,GRAND AV,NORTHSIDE AV,ESMONDE ST,SOUTH FAIRMOUNT
12483,457,39.100348,-84.670234,10/26/2020 08:36:55 AM,0.0,SEE,7,0,5310.2,10/26/2020 08:38:38 AM,Power Off,S-HAM13410,HILLSIDE AV,DARBY RD,BENDER RD,
12484,463,39.117458,-84.535549,10/26/2020 08:26:40 AM,32.1,S,11,0.8,7011.7,10/26/2020 08:27:43 AM,Standard Event,S-HAM27472,DALTON AV,FINDLAY ST,YORK ST,WEST END
12485,206,39.142336,-84.532957,10/26/2020 08:40:47 AM,0.0,NE,9,0.2,154187.6,10/26/2020 08:40:50 AM,Motion Stop,,,,,
12486,445,39.11856,-84.60203,10/26/2020 08:29:22 AM,4.9,W,10,0,17511.7,10/26/2020 08:29:24 AM,Motion Start,S-HAM03539,CLEVES WARSAW PIKE,CORONADO AV,NANCY LEE LN,WEST PRICE HILL
12487,309,39.135378,-84.509009,10/26/2020 08:25:42 AM,26.7,E,11,0.6,20875,10/26/2020 08:26:09 AM,Standard Event,I-GJ15223474,VINE ST & E MARTIN LUTHER KING JR DR & JEFFERSON AV & W MARTIN LUTHER KING JR DR,,,CORRYVILLE
12488,166,39.122655,-84.498214,10/26/2020 08:29:49 AM,6.1,W,11,0.1,16588,10/26/2020 08:31:29 AM,Standard Event,B-3114236,"MCGREGOR AV BRIDGE OVER I-71 NB EXWY, I-71 SB EXWY",,,WALNUT HILLS
12489,67,39.113167,-84.573669,10/26/2020 08:32:08 AM,16.8,SE,11,0.1,119104.7,10/26/2020 08:33:09 AM,Standard Event,I-GJ09773213,KUHLMAN AV & LACLEDE AV,,,EAST PRICE HILL
12490,369,39.150812,-84.427703,10/26/2020 08:30:42 AM,14.3,W,11,0,81056,10/26/2020 08:31:11 AM,Standard Event,I-GJ22283666,MARKBREIT AV & SAGOLA PL,,,OAKLEY
12491,187,39.12873,-84.609862,10/26/2020 08:33:37 AM,0.0,N,12,0,67910.1,10/26/2020 08:33:40 AM,Power On,,,,,
12492,367,39.148092,-84.54939,10/26/2020 08:37:01 AM,32.3,NNE,11,0.6,29220.6,10/26/2020 08:37:41 AM,Standard Event,S-HAM21878,MILLCREEK RD,LLEWELLYN ST,GERINGER ST,SOUTH CUMMINSVILLE
12493,399,39.122315,-84.563011,10/26/2020 08:34:02 AM,5.6,S,11,0.1,33828.3,10/26/2020 08:34:15 AM,Standard Event,S-HAM01915,GRAEBE AV,LORNA LN,JONTE AV,SOUTH FAIRMOUNT
12494,393,39.193613,-84.48075,10/26/2020 08:34:30 AM,5.0,NNW,10,1.2,31346.3,10/26/2020 08:34:31 AM,Motion Start,S-HAM17728,VINE ST,W 70TH ST,W SEYMOUR AV,CARTHAGE
12495,40,39.138267,-84.532769,10/26/2020 08:36:41 AM,8.1,NWW,11,0.2,79067.7,10/26/2020 08:37:33 AM,Standard Event,I-GJ13233500,CENTRAL PKWY & W MARTIN LUTHER KING JR DR,,,
12496,410,39.128029,-84.610066,10/26/2020 08:28:36 AM,5.6,S,10,0,86341.3,10/26/2020 08:28:36 AM,Motion Start,S-HAM03809,CROOKSHANK RD,BOUDINOT AV,CINC|GREETP CORPLINE,WEST PRICE HILL
12497,318,39.117319,-84.531446,10/26/2020 08:28:23 AM,4.2,N,10,0.1,13257.1,10/26/2020 08:28:25 AM,Motion Start,S-HAM27458,FREEMAN AV,HULBERT AV,YORK ST,WEST END
12498,300,39.105725,-84.553859,10/26/2020 08:36:38 AM,0.0,N,9,0.1,48714.3,10/26/2020 08:36:42 AM,Motion Stop,S-HAM01749,GLENWAY AV,W 8TH ST,WILDER AV,LOWER PRICE HILL
12499,296,39.158077,-84.404046,10/26/2020 08:30:41 AM,7.6,E,11,0,12358.8,10/26/2020 08:33:02 AM,Standard Event,,,,,
12500,487,39.120977,-84.496654,10/26/2020 08:35:25 AM,3.1,S,10,0,1347.8,10/26/2020 08:35:26 AM,Motion Start,S-HAM27907,BOONE ST,FLORENCE AV,MANITOU ST,WALNUT HILLS
12501,438,39.109248,-84.496865,10/26/2020 08:38:09 AM,0.0,W,9,0,21774,10/26/2020 08:38:09 AM,Motion Stop,S-HAM18096,HATCH ST,LOUDEN ST,BELVEDERE ST,MOUNT ADAMS
12502,457,39.100348,-84.670234,10/26/2020 08:35:32 AM,0.0,SEE,7,0,5310.2,10/26/2020 08:38:38 AM,Power Off,S-HAM13410,HILLSIDE AV,DARBY RD,BENDER RD,
12503,479,39.120914,-84.520814,10/26/2020 08:26:40 AM,0.0,S,9,0,5921.5,10/26/2020 08:26:42 AM,Motion Stop,I-GJ14333310,CLIFTON AV & W CLIFTON AV & ZIER PL,,,OVER-THE-RHINE
12504,367,39.140341,-84.600002,10/26/2020 08:29:13 AM,0.0,E,9,1.2,29216.9,10/26/2020 08:29:16 AM,Motion Stop,S-HAM03063,WERK RD,FERGUSON RD,EPWORTH AV,WESTWOOD
12505,201,39.143462,-84.5343,10/26/2020 08:32:30 AM,0.0,NW,9,0.2,147868.5,10/26/2020 08:32:34 AM,Motion Stop,I-GJ13073560,CENTRAL PKWY & MONMOUTH AV,,,CAMP WASHINGTON
12506,206,39.141719,-84.53384,10/26/2020 08:38:27 AM,0.0,SWW,9,0,154187.4,10/26/2020 08:38:29 AM,Motion Stop,,,,,
12507,457,39.100348,-84.670234,10/26/2020 08:30:56 AM,0.0,SEE,12,0,5310.2,10/26/2020 08:32:57 AM,Power On,S-HAM13410,HILLSIDE AV,DARBY RD,BENDER RD,
12508,475,39.146912,-84.551224,10/26/2020 08:35:05 AM,0.0,W,9,0.3,2551.8,10/26/2020 08:35:08 AM,Motion Stop,S-HAM21885,MILLCREEK RD,BEEKMAN ST,LLEWELLYN ST,MILLVALE
12509,166,39.126138,-84.498056,10/26/2020 08:38:34 AM,0.0,S,4,0.3,16588.8,10/26/2020 08:38:40 AM,Input 4 state change,S-HAM27936,SYMMES ST,WAYNE ST,E MCMILLAN ST,WALNUT HILLS
12510,479,39.12735,-84.513779,10/26/2020 08:40:54 AM,5.2,SWW,10,0.3,5922.6,10/26/2020 08:40:57 AM,Motion Start,S-HAM31213,W HOLLISTER ST,VINE ST,CLIFF ST,CUF
12511,391,39.116877,-84.509485,10/26/2020 08:29:39 AM,3.9,SSE,10,0.1,31046.8,10/26/2020 08:29:43 AM,Motion Start,S-HAM20373,WALKER ST,TERM S OF SYCAMORE ST,SYCAMORE ST,MOUNT AUBURN
12512,482,39.114451,-84.695353,10/26/2020 08:37:09 AM,4.8,NW,10,0.1,6408.2,10/26/2020 08:37:13 AM,Motion Start,S-HAM11177,RIVER RD,MONITOR AV,WILKINS SHORT RD,SAYLER PARK
12513,457,39.100348,-84.670234,10/26/2020 08:37:02 AM,0.0,SEE,12,0,5310.2,10/26/2020 08:38:38 AM,Power On,S-HAM13410,HILLSIDE AV,DARBY RD,BENDER RD,
12514,245,39.099749,-84.56683,10/26/2020 08:39:16 AM,15.1,S,11,1,78672.6,10/26/2020 08:39:29 AM,Standard Event,S-HAM02534,ELBERON AV,PICA ST,BASSETT RD,EAST PRICE HILL
12515,393,39.192225,-84.482169,10/26/2020 08:34:02 AM,14.9,NE,11,1.2,31346.3,10/26/2020 08:34:25 AM,Standard Event,,,,,
12516,159,39.11187,-84.564752,10/26/2020 08:39:58 AM,10.5,W,11,0.6,126179.5,10/26/2020 08:40:34 AM,Standard Event,S-HAM02310,BREVIER AV,PURCELL AV,ELBERON AV,EAST PRICE HILL
12517,210,39.10884,-84.582071,10/26/2020 08:31:55 AM,14.9,S,11,0.2,104668.5,10/26/2020 08:32:03 AM,Standard Event,S-HAM03306,SUIRE AV,W 8TH ST,ST LAWRENCE AV,WEST PRICE HILL
12518,320,39.126048,-84.555531,10/26/2020 08:37:20 AM,26.1,W,11,0,73989.8,10/26/2020 08:39:27 AM,Standard Event,,,,,
12519,401,39.151553,-84.485678,10/26/2020 08:30:29 AM,30.4,NE,11,1.9,53030.9,10/26/2020 08:31:00 AM,Standard Event,I-GJ17263660,READING RD & GREENWOOD AV,,,AVONDALE
12520,465,39.157097,-84.538669,10/26/2020 08:36:30 AM,34.2,SSW,11,0,7589.4,10/26/2020 08:37:15 AM,Standard Event,S-HAM30567,WILLIAM P DOOLEY BYPS,ELMORE ST,OLD LUDLOW AV,NORTHSIDE
12521,367,39.148397,-84.548396,10/26/2020 08:38:05 AM,0.0,NNE,9,0.6,29220.6,10/26/2020 08:38:08 AM,Motion Stop,,,,,
12522,203,39.113231,-84.560672,10/26/2020 08:32:35 AM,0.0,E,9,0.7,17821.4,10/26/2020 08:32:38 AM,Motion Stop,S-HAM02449,GLENWAY AV,GRAND AV,CONSIDINE AV,EAST PRICE HILL
12523,399,39.122714,-84.563643,10/26/2020 08:32:31 AM,5.8,NNE,10,0,33828.2,10/26/2020 08:32:34 AM,Motion Start,S-HAM39366,SCHOEDINGER AV,TERM SW OF JONTE AV,JONTE AV,SOUTH FAIRMOUNT
12524,201,39.147157,-84.541259,10/26/2020 08:34:18 AM,35.7,N,11,0.9,147869.2,10/26/2020 08:35:51 AM,Standard Event,S-HAM21979,SPRING GROVE AV,ARLINGTON ST,BRASHEARS ST,CAMP WASHINGTON
12525,228,39.101062,-84.515085,10/26/2020 08:26:14 AM,0.0,NNE,9,0,209140.9,10/26/2020 08:26:17 AM,Motion Stop,,,,,
12526,203,39.133656,-84.594118,10/26/2020 08:23:45 AM,35.2,NWW,11,0,17817.6,10/26/2020 08:26:12 AM,Standard Event,S-HAM09746,QUEEN CITY AV,EAST TOWER DR,TIMBERCREST DR,WESTWOOD
12527,481,39.097634,-84.564351,10/26/2020 08:33:23 AM,6.5,NNW,10,0.1,5431.8,10/26/2020 08:33:24 AM,Motion Start,S-HAM12959,CONSIDINE AV,MURDOCK AV,CAMERON PL,EAST PRICE HILL
12528,446,39.129764,-84.475562,10/26/2020 08:32:09 AM,11.2,E,11,0.6,20499,10/26/2020 08:32:15 AM,Standard Event,S-HAM21572,MADISON RD,MOORMAN AV,HACKBERRY ST,EAST WALNUT HILLS
12529,248,39.164702,-84.431981,10/26/2020 08:32:37 AM,43.4,NWW,11,1,20690,10/26/2020 08:32:58 AM,Standard Event,B-GJ21813817,"I-71 SB EXWY BRIDGE OVER BARROW AV TO SR 562 WB RAMP, I-71 NB EXWY TO SR 562 WB RAMP, RIDGE AV TO NORWOOD LATERAL WB RAMP, SR 562 EB TO I-71 NB RAMP, SR 562 EB TO RIDGE AV RAMP",,,OAKLEY
12530,479,39.125321,-84.519051,10/26/2020 08:29:39 AM,19.8,E,11,0.4,5921.9,10/26/2020 08:30:55 AM,Standard Event,S-HAM19864,BOSLEY ST,MOERLEIN AV,CLIFTON AV,CUF
12531,487,39.113244,-84.499981,10/26/2020 08:27:07 AM,15.5,NNE,11,0,1346.5,10/26/2020 08:28:54 AM,Standard Event,I-GJ16143229,GILBERT AV & ELSINORE PL & ELSINORE AV,,,WALNUT HILLS
12532,262,39.106777,-84.511314,10/26/2020 08:31:52 AM,0.0,SWW,9,0,60950.4,10/26/2020 08:31:55 AM,Motion Stop,S-HAM64413,E COURT ST,WALNUT ST,MAIN ST,CBD/RIVERFRONT
12533,470,39.15816,-84.457688,10/26/2020 08:37:24 AM,18.6,NNE,11,0.3,90341,10/26/2020 08:37:32 AM,Standard Event,S-HAM19329,MONTGOMERY RD,COURTLAND AV,MILLS AV,
12534,367,39.145263,-84.564259,10/26/2020 08:33:14 AM,52.2,SEE,11,1.9,29218.7,10/26/2020 08:34:12 AM,Standard Event,S-HAM62411,WESTWOOD NORTHERN BLVD,WESTWOOD NORTHERN BLVD,U TURN ACCS,
12535,134,39.10746,-84.595223,10/26/2020 08:38:21 AM,14.8,N,11,0.2,533.3,10/26/2020 08:38:27 AM,Standard Event,S-HAM03339,HERMOSA AV,CARNATION CIR,W 8TH ST,WEST PRICE HILL
12536,203,39.113498,-84.56584,10/26/2020 08:31:00 AM,0.0,E,9,0.4,17821.1,10/26/2020 08:31:02 AM,Motion Stop,S-HAM02448,GLENWAY AV,ELBERON AV,BLANCHARD AV,EAST PRICE HILL
12537,401,39.145876,-84.490089,10/26/2020 08:29:36 AM,30.4,NNE,11,1.9,53030.9,10/26/2020 08:31:00 AM,Standard Event,S-HAM26229,READING RD,HUTCHINS AV,LEXINGTON AV,AVONDALE
12538,166,39.122612,-84.49827,10/26/2020 08:27:08 AM,5.0,W,10,0.2,16587.7,10/26/2020 08:27:10 AM,Motion Start,I-GJ16263336,MCGREGOR AV & SYMMES ST,,,WALNUT HILLS
12539,476,39.1382,-84.535566,10/26/2020 08:29:15 AM,26.9,NW,11,0,1325.9,10/26/2020 08:31:30 AM,Standard Event,S-HAM61531,HOPPLE ST TO I,I-75 NB EXWY TO HOPPLE ST RAMP,TERM S OF I-75 NB EXWY TO HOPPLE ST RAMP,
12540,153,39.144728,-84.551388,10/26/2020 08:27:55 AM,0.0,SSE,9,0.4,138228.6,10/26/2020 08:27:59 AM,Motion Stop,I-GJ11613568,BEEKMAN ST & MOOSEWOOD AV,,,MILLVALE
12541,406,39.128741,-84.610207,10/26/2020 08:34:55 AM,2.0,SW,"12,1",0,38304.9,10/26/2020 08:34:54 AM,,,,,,
12542,470,39.132792,-84.460999,10/26/2020 08:26:03 AM,0.0,SSW,9,0,90338.3,10/26/2020 08:26:06 AM,Motion Stop,,,,,
12543,201,39.142068,-84.533739,10/26/2020 08:31:21 AM,5.3,SSE,10,0,147868.3,10/26/2020 08:31:24 AM,Motion Start,,,,,
12544,297,39.148678,-84.5964,10/26/2020 08:36:55 AM,31.1,E,11,0.3,18910.8,10/26/2020 08:37:43 AM,Standard Event,S-HAM15358,MONTANA AV,MCFARLAN RD,HAZELWOOD AV,WESTWOOD
12545,67,39.125997,-84.558359,10/26/2020 08:25:07 AM,30.4,W,11,0.4,119102.9,10/26/2020 08:26:25 AM,Standard Event,I-GJ11063359,QUEEN CITY AV & MERTON ST,,,SOUTH FAIRMOUNT
12546,448,39.118217,-84.576834,10/26/2020 08:34:59 AM,8.2,N,10,0,18219.4,10/26/2020 08:35:02 AM,Motion Start,S-HAM02118,BEECH AV,W LIBERTY ST,DAVORAN ST,WEST PRICE HILL
12547,250,39.077255,-84.623112,10/26/2020 08:27:11 AM,0.0,W,9,1.1,103972.2,10/26/2020 08:27:14 AM,Motion Stop,S-HAM17692,RIVER RD,MAAG ST,ANDERSON FERRY RD,RIVERSIDE
12548,317,39.107958,-84.595269,10/26/2020 08:35:12 AM,6.3,S,10,0.3,36027.3,10/26/2020 08:35:15 AM,Motion Start,S-HAM03339,HERMOSA AV,CARNATION CIR,W 8TH ST,WEST PRICE HILL
12549,245,39.078757,-84.595486,10/26/2020 08:27:53 AM,40.4,NEE,11,1.3,78669.6,10/26/2020 08:28:53 AM,Standard Event,S-HAM06965,RIVER RD,BAURICHTER ST,EDGAR ST,RIVERSIDE
12550,449,39.125384,-84.527914,10/26/2020 08:29:53 AM,0.0,S,9,0,16499,10/26/2020 08:29:57 AM,Motion Stop,S-HAM39251,MURIEL CT,WARNER ST,TERM NE OF WARNER ST,CUF
12551,215,39.266761,-84.595077,10/26/2020 08:29:39 AM,6.3,NW,10,1,92854.2,10/26/2020 08:29:42 AM,Motion Start,,,,,
12552,297,39.147369,-84.579423,10/26/2020 08:38:59 AM,41.2,SEE,11,1.3,18911.8,10/26/2020 08:39:36 AM,Standard Event,S-HAM62439,WESTWOOD NORTHERN BLVD,WESTWOOD NORTHERN BLVD,WESTWOOD NORTHERN BLVD,WESTWOOD
12553,475,39.161447,-84.559816,10/26/2020 08:37:57 AM,61.7,SWW,11,1.4,2553.3,10/26/2020 08:40:25 AM,Standard Event,S-HAM52873,I-74 WB EXWY,COLERAIN AV ACCS TO I-74 WB RAMP,I-74 WB EXWY TO MONTANA AV RAMP,NORTHSIDE
12554,369,39.150945,-84.429691,10/26/2020 08:31:18 AM,5.6,W,10,0,81056,10/26/2020 08:31:21 AM,Motion Start,S-HAM12157,MARKBREIT AV,MADISON RD,GILMORE AV,OAKLEY
12555,386,39.148544,-84.548097,10/26/2020 08:30:26 AM,11.4,N,11,0.1,2920.7,10/26/2020 08:30:43 AM,Standard Event,,,,,
12556,187,39.12873,-84.609862,10/26/2020 08:30:49 AM,0.0,N,12,0,67910.1,10/26/2020 08:30:49 AM,Power On,,,,,
12557,187,39.11416,-84.591805,10/26/2020 08:39:20 AM,26.5,SE,12,0,67910.1,10/26/2020 08:39:20 AM,Power On,S-HAM02472,GLENWAY AV,RAPID RUN PIKE,AMETHYST ST,WEST PRICE HILL
12558,480,39.109922,-84.578221,10/26/2020 08:34:45 AM,6.7,SWW,10,0,5523.5,10/26/2020 08:34:47 AM,Motion Start,S-HAM03332,ST LAWRENCE AV,BEECH AV,ACADEMY AV,WEST PRICE HILL
12559,309,39.134993,-84.499111,10/26/2020 08:27:35 AM,8.1,E,10,1.2,20875.6,10/26/2020 08:27:38 AM,Motion Start,I-GJ16173473,E MARTIN LUTHER KING JR DR & HARVEY AV & VERNON PL,,,AVONDALE
12560,374,39.11983,-84.597135,10/26/2020 08:36:44 AM,5.3,N,10,0,32633.3,10/26/2020 08:36:48 AM,Motion Start,S-HAM01791,TUXWORTH AV,GUERLEY RD,CLEVESDALE DR,WEST PRICE HILL
12561,465,39.155838,-84.542543,10/26/2020 08:37:09 AM,3.1,W,11,0.6,7590,10/26/2020 08:37:15 AM,Standard Event,S-HAM29485,ELMORE ST,SPRING GROVE AV,ELMORE CT,NORTHSIDE
12562,158,39.120148,-84.597046,10/26/2020 08:33:53 AM,16.7,S,11,0.2,136380.7,10/26/2020 08:34:03 AM,Standard Event,S-HAM01791,TUXWORTH AV,GUERLEY RD,CLEVESDALE DR,WEST PRICE HILL
12563,187,39.12873,-84.609862,10/26/2020 08:32:36 AM,0.0,N,12,0,67910.1,10/26/2020 08:32:36 AM,Power On,,,,,
12564,482,39.111623,-84.692502,10/26/2020 08:33:24 AM,6.3,NNW,10,0.1,6407.9,10/26/2020 08:33:27 AM,Motion Start,S-HAM00226,MONIHOE AL,TWAIN AV,MONITOR AV,SAYLER PARK
12565,245,39.093253,-84.573127,10/26/2020 08:36:32 AM,16.5,NW,11,0.1,78671.7,10/26/2020 08:36:44 AM,Standard Event,S-HAM16946,DELHI AV,RENTER ST,FAIRBANKS AV,SEDAMSVILLE
12566,320,39.126546,-84.553658,10/26/2020 08:35:21 AM,4.3,SWW,10,1.9,73989.8,10/26/2020 08:35:24 AM,Motion Start,S-HAM01887,RANKIN ST,WICKHAM PL,TERM N OF WICKHAM PL,SOUTH FAIRMOUNT
12567,158,39.12141,-84.593081,10/26/2020 08:25:59 AM,0.0,E,9,0,136380.3,10/26/2020 08:26:31 AM,Motion Stop,S-HAM37151,EMBRETT CT,HILLFRED LN,TERM W OF HILLFRED LN,WEST PRICE HILL
12568,393,39.198373,-84.476067,10/26/2020 08:35:29 AM,30.4,NNE,11,0,31346.3,10/26/2020 08:37:21 AM,Standard Event,I-GJ17954180,PADDOCK RD & VINE ST & ANTHONY WAYNE AV,,,CARTHAGE
12569,476,39.131808,-84.532409,10/26/2020 08:27:22 AM,60.8,N,11,2.2,1325.3,10/26/2020 08:28:06 AM,Standard Event,S-HAM52891,I,WESTRN HILLS VIA TO I-75 NB RAMP,I-75 NB EXWY TO HOPPLE ST RAMP,
12570,483,39.111672,-84.51239,10/26/2020 08:38:12 AM,0.0,N,9,0.1,5738.4,10/26/2020 08:38:14 AM,Motion Stop,S-HAM20318,MAIN ST,E 14TH ST,ORCHARD ST,OVER-THE-RHINE
12571,373,39.126387,-84.535967,10/26/2020 08:31:00 AM,34.2,S,11,0.6,44203.7,10/26/2020 08:31:31 AM,Standard Event,S-HAM27376,SPRING GROVE AV,BUCK ST,DRAPER ST,CAMP WASHINGTON
12572,383,39.117075,-84.604049,10/26/2020 08:31:11 AM,0.0,N,9,0,32332.4,10/26/2020 08:31:12 AM,Motion Stop,S-HAM38884,NANCY LEE LN,TERM S OF WILLNET DR,WILLNET DR,WEST PRICE HILL
12573,373,39.106503,-84.517505,10/26/2020 08:40:08 AM,24.9,NEE,11,1.2,44205.6,10/26/2020 08:40:37 AM,Standard Event,S-HAM25899,W CENTRAL PKWY,BRITT AL,ELM ST,OVER-THE-RHINE
12574,317,39.107765,-84.591943,10/26/2020 08:32:43 AM,14.2,NWW,11,0,36027.1,10/26/2020 08:33:30 AM,Standard Event,S-HAM03367,W 8TH ST,SCHIFF AV,HERMOSA AV,WEST PRICE HILL
12575,158,39.120481,-84.59347,10/26/2020 08:29:28 AM,6.5,W,10,0.1,136380.4,10/26/2020 08:29:32 AM,Motion Start,S-HAM01789,CLEVESDALE DR,HILLFRED LN,TUXWORTH AV,WEST PRICE HILL
12576,476,39.111555,-84.53122,10/26/2020 08:25:52 AM,55.3,N,11,0.8,1323.8,10/26/2020 08:26:49 AM,Standard Event,S-HAM52894,I-75 NB EXWY,WINCHELL AV TO I-75 NB EXWY RAMP,WINCHELL AV TO I-75 NB EXWY RAMP,WEST END
12577,166,39.122486,-84.495631,10/26/2020 08:28:29 AM,7.9,E,11,0.3,16587.9,10/26/2020 08:28:41 AM,Standard Event,S-HAM24242,MCGREGOR AV,BOONE ST,MAY ST,WALNUT HILLS
12578,297,39.149886,-84.590102,10/26/2020 08:37:47 AM,6.2,NE,10,0.7,18911.2,10/26/2020 08:37:48 AM,Motion Start,I-GJ08243617,MONTANA AV & FELICITY DR,,,WESTWOOD
12579,187,39.12873,-84.609862,10/26/2020 08:29:36 AM,0.0,N,7,0,67910.1,10/26/2020 08:29:37 AM,Power Off,,,,,
12580,298,39.091404,-84.384743,10/26/2020 08:29:10 AM,3.4,SSE,10,0.3,25166.1,10/26/2020 08:29:16 AM,Motion Start,S-HAM38261,CLAUDIA CT,TERM S OF RAYTEE TER,RAYTEE TER,MOUNT WASHINGTON
12581,187,39.113193,-84.588864,10/26/2020 08:39:44 AM,26.5,E,7,0,67910.1,10/26/2020 08:40:41 AM,Power Off,I-GJ08473210,GLENWAY AV & KREIS LN,,,WEST PRICE HILL
12582,262,39.10487,-84.512207,10/26/2020 08:35:12 AM,0.0,SSE,9,0.2,60950.5,10/26/2020 08:35:15 AM,Motion Stop,S-HAM09069,WALNUT ST,E 8TH ST,E 9TH ST,CBD/RIVERFRONT
12583,457,39.100348,-84.670234,10/26/2020 08:30:30 AM,0.0,SEE,7,0,5310.2,10/26/2020 08:30:32 AM,Power Off,S-HAM13410,HILLSIDE AV,DARBY RD,BENDER RD,
12584,367,39.136096,-84.604729,10/26/2020 08:27:43 AM,3.1,N,10,0.6,29216.3,10/26/2020 08:27:46 AM,Motion Start,S-HAM03091,BOUDINOT AV,WEST TOWER AV,QUEEN CITY AV,WESTWOOD
12585,296,39.158255,-84.398799,10/26/2020 08:31:46 AM,10.5,SEE,11,0.3,12359.1,10/26/2020 08:33:02 AM,Standard Event,S-HAM00539,COVINGTON AV,ARMADA PL,OSGOOD ST,MADISONVILLE
12586,393,39.206175,-84.474716,10/26/2020 08:36:21 AM,31.1,N,11,0.6,31346.9,10/26/2020 08:37:21 AM,Standard Event,S-HAM29811,VINE ST,BYRNES LAKE CT,DE CAMP AV,HARTWELL
12587,302,39.128021,-84.523041,10/26/2020 08:36:24 AM,0.0,E,9,0,48372.6,10/26/2020 08:36:25 AM,Motion Stop,S-HAM33135,W MCMILLAN ST,STRATFORD AV,VICTOR ST,HEIGHTS
12588,369,39.15094,-84.429616,10/26/2020 08:31:08 AM,0.0,W,9,0,81056,10/26/2020 08:31:11 AM,Motion Stop,S-HAM12157,MARKBREIT AV,MADISON RD,GILMORE AV,OAKLEY
12589,316,39.148973,-84.548495,10/26/2020 08:39:39 AM,22.4,SWW,11,0,31369.9,10/26/2020 08:40:17 AM,Standard Event,S-HAM21878,MILLCREEK RD,LLEWELLYN ST,GERINGER ST,SOUTH CUMMINSVILLE
12590,206,39.142429,-84.533481,10/26/2020 08:40:35 AM,14.6,SEE,11,0.2,154187.6,10/26/2020 08:40:50 AM,Standard Event,,,,,
12591,483,39.109938,-84.512741,10/26/2020 08:33:25 AM,0.0,NNW,9,0.2,5738.2,10/26/2020 08:33:27 AM,Motion Stop,S-HAM09053,CLAY ST,E 13TH ST,DRUM AL,OVER-THE-RHINE
12592,487,39.112263,-84.502969,10/26/2020 08:26:31 AM,29.2,NNE,11,0,1346.5,10/26/2020 08:28:54 AM,Standard Event,S-HAM27881,READING RD,CITY STEPS,READING RD TO I-71 NB RAMP,MOUNT AUBURN
12593,388,39.104171,-84.582,10/26/2020 08:27:24 AM,0.0,N,9,0,29622.7,10/26/2020 08:27:56 AM,Motion Stop,S-HAM03382,S CLEROSE CIR,N CLEROSE CIR,ROSEMONT AV,WEST PRICE HILL
12594,457,39.100348,-84.670234,10/26/2020 08:35:10 AM,0.0,SEE,7,0,5310.2,10/26/2020 08:38:38 AM,Power Off,S-HAM13410,HILLSIDE AV,DARBY RD,BENDER RD,
